Predictions: (Task 2, Task 6, Task 10, Task 12, Task 13)

No         Predictions     Hop latency [us]     Accuracy [%]        
603        (3 5 1 0 2)     41.726               78.411              
604        (3 3 2 5 2)     45.587               78.380              
605        (3 5 1 1 1)     43.528               78.416              
606        (2 3 2 1 2)     41.346               78.451              
607        (3 3 2 1 2)     41.704               78.487              
608        (3 5 2 1 1)     40.282               78.522              
609        (3 1 2 5 2)     44.224               78.492              
610        (3 5 2 1 2)     38.284               78.494              
611        (3 5 1 5 2)     38.634               78.464              
612        (3 5 1 1 2)     41.909               78.467              
613        (2 5 2 1 2)     44.409               78.469              
614        (3 5 2 1 2)     38.342               78.439              
615        (2 5 1 5 2)     38.265               78.409              
616        (3 5 1 1 2)     41.992               78.412              
617        (3 3 2 1 2)     42.291               78.382              
618        (3 5 1 1 2)     46.611               78.384              
619        (5 6 1 0 2)     43.554               78.355              
620        (3 3 2 1 2)     45.160               78.390              
621        (3 6 2 1 2)     38.951               78.424              
622        (2 5 2 1 2)     47.885               78.395              
623        (3 5 1 1 2)     54.013               78.397              
624        (3 3 2 1 2)     44.089               78.432              
625        (3 1 2 5 2)     40.784               78.403              
626        (2 3 2 1 2)     39.200               78.405              
627        (3 6 1 1 2)     43.275               78.439              
628        (3 5 2 0 2)     45.150               78.378              
629        (3 5 2 1 2)     44.472               78.381              
630        (3 3 2 5 2)     43.500               78.352              
631        (3 3 2 1 2)     45.907               78.386              
632        (3 1 1 1 2)     45.723               78.389              
633        (2 1 2 5 1)     43.480               78.297              
634        (3 5 1 1 2)     44.596               78.299              
635        (3 3 2 1 2)     39.643               78.333              
636        (3 1 2 1 2)     38.360               78.305              
637        (2 1 1 1 2)     38.319               78.307              
638        (2 5 1 1 2)     38.065               78.310              
639        (0 3 2 1 3)     44.843               78.312              
640        (0 5 1 1 2)     41.299               78.346              
641        (2 3 2 1 2)     43.409               78.380              
642        (3 3 2 1 2)     38.311               78.414              
643        (3 3 2 1 2)     38.013               78.447              
644        (3 5 2 3 2)     39.498               78.419              
645        (3 3 2 1 2)     38.331               78.452              
646        (3 6 1 1 2)     42.653               78.454              
647        (4 3 2 1 2)     41.505               78.457              
648        (3 5 2 1 2)     40.399               78.459              
649        (3 3 2 1 2)     41.208               78.462              
650        (2 5 1 1 2)     45.827               78.464              
651        (3 5 2 1 1)     44.728               78.466              
