Predictions: (Task 2, Task 6, Task 10, Task 12, Task 13)

No         Predictions     Hop latency [us]     Accuracy [%]        
603        (3 5 2 3 1)     8.125                76.954              
604        (5 3 2 1 2)     7.606                76.959              
605        (3 5 1 1 1)     12.163               76.997              
606        (3 3 2 1 2)     7.269                77.002              
607        (3 3 2 1 2)     12.347               77.039              
608        (3 7 2 1 1)     7.202                77.044              
609        (3 3 2 1 2)     12.532               77.082              
610        (3 7 0 1 2)     7.299                77.054              
611        (7 5 1 3 1)     12.921               77.026              
612        (0 5 1 1 2)     12.479               77.031              
613        (3 5 0 2 2)     7.399                77.003              
614        (5 5 0 1 1)     10.197               76.976              
615        (0 5 1 3 1)     7.245                76.883              
616        (3 1 2 1 2)     12.406               76.888              
617        (5 3 2 1 1)     7.269                76.861              
618        (0 5 1 3 1)     7.986                76.834              
619        (5 1 1 2 1)     7.638                76.774              
620        (3 3 2 1 2)     12.570               76.812              
621        (3 3 2 1 2)     7.225                76.817              
622        (2 5 1 1 2)     12.262               76.758              
623        (3 1 0 5 2)     7.248                76.731              
624        (3 3 2 1 2)     12.141               76.768              
625        (3 3 2 1 2)     13.697               76.805              
626        (3 1 2 1 2)     7.195                76.810              
627        (3 7 2 1 2)     11.325               76.783              
628        (1 0 0 3 3)     13.157               76.661              
629        (3 1 2 1 2)     7.299                76.667              
630        (3 3 2 1 2)     12.816               76.672              
631        (3 1 2 1 2)     9.930                76.677              
632        (5 1 1 1 1)     11.332               76.682              
633        (0 6 1 0 1)     7.430                76.656              
634        (3 5 1 1 1)     13.319               76.693              
635        (3 1 2 1 2)     13.267               76.698              
636        (2 1 1 1 2)     13.463               76.672              
637        (0 1 1 2 1)     7.195                76.614              
638        (3 5 1 3 1)     12.264               76.588              
639        (0 3 0 2 1)     7.278                76.562              
640        (0 4 0 0 0)     12.613               76.474              
641        (3 3 2 1 2)     7.218                76.480              
642        (3 3 2 1 2)     12.223               76.516              
643        (3 3 2 1 2)     7.207                76.553              
644        (3 1 2 1 1)     11.721               76.558              
645        (3 3 2 1 2)     10.102               76.594              
646        (5 1 2 1 2)     7.268                76.538              
647        (4 3 2 2 2)     12.920               76.543              
648        (0 1 1 1 2)     7.226                76.518              
649        (3 3 2 1 2)     10.083               76.523              
650        (2 5 1 1 2)     7.278                76.528              
651        (0 5 1 1 1)     13.616               76.534              
