Predictions: (Task 2, Task 6, Task 10, Task 12, Task 13)

No         Predictions     Hop latency [us]     Accuracy [%]        
603        (1 5 1 0 1)     15.603               78.377              
604        (3 1 2 2 2)     9.110                78.314              
605        (3 5 1 1 1)     9.183                78.350              
606        (2 3 2 1 1)     9.082                78.353              
607        (3 3 2 1 2)     15.071               78.388              
608        (3 6 2 1 1)     9.131                78.391              
609        (3 3 2 1 2)     15.573               78.426              
610        (3 5 2 1 1)     9.120                78.396              
611        (2 1 1 0 1)     9.961                78.333              
612        (3 1 1 1 2)     12.347               78.303              
613        (3 2 0 2 1)     9.203                78.208              
614        (3 5 2 1 1)     9.162                78.211              
615        (2 0 1 0 3)     9.161                78.149              
616        (3 1 1 1 2)     9.858                78.185              
617        (3 3 2 1 1)     12.408               78.188              
618        (2 5 1 0 1)     15.194               78.158              
619        (5 1 1 0 1)     9.122                78.097              
620        (3 3 2 1 2)     10.081               78.132              
621        (3 5 2 1 2)     9.233                78.135              
622        (3 5 2 1 1)     10.021               78.106              
623        (3 1 1 1 1)     12.439               78.109              
624        (3 3 2 1 1)     9.111                78.112              
625        (3 3 2 1 2)     9.182                78.147              
626        (3 3 2 1 2)     9.121                78.182              
627        (3 3 1 1 2)     9.162                78.185              
628        (3 5 1 1 2)     15.233               78.188              
629        (3 1 2 1 2)     15.316               78.190              
630        (2 3 2 1 2)     9.192                78.225              
631        (3 3 2 1 2)     9.182                78.259              
632        (6 1 1 1 1)     9.193                78.262              
633        (0 6 0 0 1)     9.120                78.202              
634        (3 5 1 1 1)     9.121                78.236              
635        (3 3 2 1 2)     9.130                78.270              
636        (2 5 1 1 2)     9.204                78.273              
637        (6 6 1 0 1)     9.121                78.213              
638        (2 5 1 0 1)     9.171                78.153              
639        (4 6 0 5 1)     9.131                78.062              
640        (0 2 1 0 3)     9.181                78.003              
641        (2 3 2 1 2)     9.172                78.037              
642        (3 3 2 1 1)     9.171                78.040              
643        (3 3 2 1 2)     14.917               78.075              
644        (3 5 0 0 1)     9.100                78.047              
645        (3 1 2 1 1)     9.182                78.019              
646        (3 3 1 1 2)     9.172                78.053              
647        (4 3 2 0 1)     9.202                78.025              
648        (3 1 2 1 1)     9.172                78.028              
649        (3 3 2 1 2)     9.182                78.031              
650        (3 5 1 1 1)     9.202                78.034              
651        (3 5 1 1 1)     15.266               78.067              
